id,sex,age,edu,drink
10314,female,75&over,college diploma,everyday
10315,female,15-24,college diploma,once a week
10316,female,25-34,trade certificate,2-3 times a week
10317,male,15-24,trade certificate,4-6 times a week
10318,male,35-44,bachelor's degree ,everyday
10319,male,65-74,bachelor's degree ,everyday
10320,female,65-74,trade certificate,everyday
10321,male,75&over,university diploma above bachelor's degree,2-3 times a week
10322,female,75&over,trade certificate,once or twice in the past month
10323,female,55-64,trade certificate,everyday
10324,male,45-54,university diploma above bachelor's degree,2-3 times a week
10325,female,25-34,college diploma,once or twice in the past month
10326,male,55-64,college diploma,once or twice in the past month
10327,male,45-54,bachelor's degree ,once or twice in the past month
10328,female,15-24,bachelor's degree ,once or twice in the past month
10329,male,65-74,bachelor's degree ,everyday
10330,female,35-44,bachelor's degree ,never drink
10331,male,65-74,bachelor's degree ,everyday
10332,male,55-64,high school diploma,2-3 times a week
10333,male,35-44,university diploma above bachelor's degree,once a week
10334,female,75&over,trade certificate,never drink
10335,male,55-64,college diploma,once a week
10336,male,35-44,trade certificate,not in the past month
10337,female,15-24,high school diploma,not in the past month
10338,female,65-74,high school diploma,once or twice in the past month
10339,male,55-64,trade certificate,once a week
10340,female,35-44,university diploma above bachelor's degree,once or twice in the past month
10341,male,65-74,trade certificate,everyday
10342,female,55-64,less than high school diploma,once or twice in the past month
10343,female,45-54,bachelor's degree ,4-6 times a week
10344,female,65-74,college diploma,once or twice in the past month
10345,female,65-74,university diploma above bachelor's degree,everyday
10346,female,15-24,bachelor's degree ,2-3 times a week
10347,female,45-54,bachelor's degree ,once or twice in the past month
10348,female,55-64,high school diploma,once or twice in the past month
10349,male,45-54,high school diploma,once or twice in the past month
10350,male,25-34,bachelor's degree ,once a week
10351,male,25-34,university diploma above bachelor's degree,once a week
10352,male,35-44,high school diploma,once or twice in the past month
10353,female,15-24,bachelor's degree ,2-3 times a week
10354,male,45-54,bachelor's degree ,4-6 times a week
10355,male,65-74,university diploma above bachelor's degree,everyday
10356,female,35-44,bachelor's degree ,4-6 times a week
10357,male,65-74,high school diploma,4-6 times a week
10358,female,65-74,less than high school diploma,once a week
10359,female,35-44,high school diploma,once or twice in the past month
10360,male,15-24,trade certificate,2-3 times a week
10361,female,55-64,university diploma above bachelor's degree,once or twice in the past month
10362,female,45-54,college diploma,once a week
10363,male,25-34,trade certificate,2-3 times a week
10364,male,75&over,high school diploma,2-3 times a week
10365,female,15-24,don't know,don't know
10366,female,65-74,high school diploma,not in the past month
10367,female,55-64,college diploma,2-3 times a week
10368,male,55-64,less than high school diploma,once a week
10369,male,75&over,less than high school diploma,2-3 times a week
10370,male,55-64,high school diploma,2-3 times a week
10371,male,55-64,university diploma above bachelor's degree,2-3 times a week
10372,female,25-34,bachelor's degree ,not in the past month
10373,female,75&over,trade certificate,never drink
10374,male,25-34,university diploma below bachelor's degree,not in the past month
10375,male,25-34,college diploma,not in the past month
10376,male,45-54,bachelor's degree ,2-3 times a week
10377,female,55-64,trade certificate,never drink
10378,male,55-64,high school diploma,once or twice in the past month
10379,female,25-34,college diploma,2-3 times a week
10380,female,55-64,high school diploma,never drink
10381,male,55-64,university diploma above bachelor's degree,once or twice in the past month
10382,male,55-64,high school diploma,everyday
10383,female,35-44,bachelor's degree ,not in the past month
10384,male,25-34,high school diploma,not in the past month
10385,female,45-54,university diploma above bachelor's degree,never drink
10386,female,35-44,bachelor's degree ,2-3 times a week
10387,male,55-64,trade certificate,2-3 times a week
10388,male,45-54,university diploma above bachelor's degree,2-3 times a week
10389,male,65-74,bachelor's degree ,once or twice in the past month
10390,male,75&over,bachelor's degree ,once or twice in the past month
10391,male,55-64,bachelor's degree ,everyday
10392,male,45-54,college diploma,2-3 times a week
10393,male,15-24,high school diploma,once or twice in the past month
10394,male,65-74,less than high school diploma,not in the past month
10395,female,45-54,college diploma,never drink
10396,female,25-34,university diploma below bachelor's degree,once a week
10397,female,55-64,high school diploma,not in the past month
10398,male,65-74,high school diploma,everyday
10399,male,55-64,high school diploma,everyday
10400,female,25-34,university diploma above bachelor's degree,once or twice in the past month
10401,female,45-54,college diploma,once or twice in the past month
10402,female,55-64,college diploma,2-3 times a week
10403,female,55-64,high school diploma,4-6 times a week
10404,male,15-24,less than high school diploma,never drink
10405,male,35-44,bachelor's degree ,once or twice in the past month
10406,male,25-34,less than high school diploma,2-3 times a week
10407,female,25-34,university diploma above bachelor's degree,once or twice in the past month
10408,female,55-64,less than high school diploma,not in the past month
10409,female,65-74,bachelor's degree ,2-3 times a week
10410,female,45-54,college diploma,not in the past month
10411,female,45-54,college diploma,not in the past month
10412,female,65-74,college diploma,once a week
10413,female,25-34,less than high school diploma,once or twice in the past month
10414,male,25-34,bachelor's degree ,not in the past month
10415,male,35-44,bachelor's degree ,4-6 times a week
10416,male,55-64,college diploma,never drink
10417,female,45-54,college diploma,4-6 times a week
10418,female,25-34,college diploma,once or twice in the past month
10419,female,55-64,bachelor's degree ,once or twice in the past month
10420,female,75&over,less than high school diploma,not in the past month
10421,male,55-64,high school diploma,4-6 times a week
10422,male,25-34,high school diploma,2-3 times a week
10423,male,65-74,high school diploma,once a week
10424,female,65-74,bachelor's degree ,everyday
10425,female,65-74,less than high school diploma,not in the past month
10426,male,65-74,high school diploma,2-3 times a week
10427,male,55-64,high school diploma,4-6 times a week
10428,male,65-74,high school diploma,once or twice in the past month
10429,male,45-54,trade certificate,not in the past month
10430,male,25-34,high school diploma,never drink
10431,female,55-64,less than high school diploma,once or twice in the past month
10432,female,65-74,college diploma,once or twice in the past month
10433,male,55-64,less than high school diploma,once or twice in the past month
10434,male,15-24,less than high school diploma,never drink
10435,female,75&over,not stated,never drink
10436,female,15-24,high school diploma,once a week
10437,male,25-34,bachelor's degree ,2-3 times a week
10438,male,35-44,high school diploma,2-3 times a week
10439,female,75&over,bachelor's degree ,once a week
10440,female,75&over,high school diploma,never drink
10441,female,25-34,university diploma below bachelor's degree,once or twice in the past month
10442,male,35-44,college diploma,2-3 times a week
10443,female,45-54,college diploma,not in the past month
10444,male,25-34,trade certificate,once or twice in the past month
10445,male,65-74,high school diploma,never drink
10446,male,25-34,bachelor's degree ,2-3 times a week
10447,male,15-24,trade certificate,once or twice in the past month
10448,female,55-64,high school diploma,never drink
10449,male,15-24,high school diploma,once or twice in the past month
10450,male,75&over,high school diploma,once or twice in the past month
10451,male,45-54,trade certificate,never drink
10452,male,55-64,less than high school diploma,not in the past month
10453,male,55-64,university diploma above bachelor's degree,once or twice in the past month
10454,male,55-64,high school diploma,2-3 times a week
10455,female,15-24,bachelor's degree ,2-3 times a week
10456,female,65-74,bachelor's degree ,never drink
10457,female,25-34,high school diploma,once or twice in the past month
10458,male,65-74,college diploma,everyday
10459,female,35-44,college diploma,not in the past month
10460,male,75&over,not stated,everyday
10461,female,65-74,college diploma,not in the past month
10462,female,75&over,high school diploma,once or twice in the past month
10463,male,75&over,high school diploma,never drink
10464,male,45-54,bachelor's degree ,once or twice in the past month
10465,female,75&over,high school diploma,never drink
10466,female,25-34,college diploma,not in the past month
10467,male,75&over,bachelor's degree ,4-6 times a week
10468,female,55-64,high school diploma,never drink
10469,female,25-34,bachelor's degree ,once a week
10470,female,55-64,high school diploma,2-3 times a week
10471,male,55-64,high school diploma,2-3 times a week
10472,female,55-64,less than high school diploma,never drink
10473,female,35-44,bachelor's degree ,once or twice in the past month
10474,male,35-44,trade certificate,4-6 times a week
10475,female,35-44,bachelor's degree ,once or twice in the past month
10476,female,75&over,high school diploma,everyday
10477,female,25-34,university diploma above bachelor's degree,once or twice in the past month
10478,female,65-74,high school diploma,2-3 times a week
10479,male,55-64,college diploma,2-3 times a week
10480,female,55-64,bachelor's degree ,everyday
10481,female,65-74,university diploma below bachelor's degree,once or twice in the past month
10482,female,55-64,university diploma above bachelor's degree,once a week
10483,female,55-64,college diploma,not in the past month
10484,female,45-54,bachelor's degree ,once or twice in the past month
10485,male,35-44,high school diploma,4-6 times a week
10486,female,45-54,bachelor's degree ,2-3 times a week
10487,female,65-74,less than high school diploma,never drink
10488,female,25-34,bachelor's degree ,once a week
10489,female,45-54,college diploma,never drink
10490,male,35-44,bachelor's degree ,not in the past month
10491,male,35-44,college diploma,once or twice in the past month
10492,male,55-64,less than high school diploma,not in the past month
10493,female,65-74,less than high school diploma,not in the past month
10494,male,55-64,trade certificate,once a week
10495,female,35-44,university diploma above bachelor's degree,never drink
10496,female,65-74,high school diploma,not in the past month
10497,male,25-34,university diploma above bachelor's degree,2-3 times a week
10498,male,55-64,high school diploma,once or twice in the past month
10499,female,65-74,high school diploma,once a week
10500,male,75&over,less than high school diploma,once a week
10501,female,35-44,bachelor's degree ,4-6 times a week
10502,female,65-74,bachelor's degree ,once or twice in the past month
10503,male,45-54,less than high school diploma,never drink
10504,female,65-74,bachelor's degree ,never drink
10505,female,75&over,high school diploma,everyday
10506,female,65-74,less than high school diploma,not in the past month
10507,male,75&over,bachelor's degree ,not in the past month
10508,female,35-44,university diploma above bachelor's degree,once or twice in the past month
10509,female,75&over,less than high school diploma,once or twice in the past month
10510,male,35-44,trade certificate,once a week
10511,male,25-34,university diploma below bachelor's degree,once or twice in the past month
10512,male,35-44,college diploma,2-3 times a week
10513,female,65-74,high school diploma,once or twice in the past month
10514,female,55-64,trade certificate,once or twice in the past month
10515,female,75&over,trade certificate,not in the past month
10516,male,45-54,trade certificate,once a week
10517,male,35-44,bachelor's degree ,once or twice in the past month
10518,female,35-44,university diploma above bachelor's degree,once a week
10519,female,65-74,less than high school diploma,never drink
10520,male,55-64,high school diploma,once or twice in the past month
10521,male,25-34,bachelor's degree ,never drink
10522,male,65-74,trade certificate,never drink
10523,male,65-74,less than high school diploma,never drink
10524,female,35-44,high school diploma,once a week
10525,female,15-24,high school diploma,once or twice in the past month
10526,female,45-54,bachelor's degree ,once or twice in the past month
10527,female,55-64,high school diploma,never drink
10528,female,25-34,bachelor's degree ,2-3 times a week
10529,female,65-74,high school diploma,not in the past month
10530,female,15-24,high school diploma,not in the past month
10531,male,75&over,college diploma,once or twice in the past month
10532,female,45-54,college diploma,2-3 times a week
10533,female,25-34,trade certificate,once a week
10534,female,75&over,less than high school diploma,once or twice in the past month
10535,male,45-54,university diploma above bachelor's degree,once or twice in the past month
10536,female,75&over,trade certificate,once or twice in the past month
10537,male,25-34,college diploma,once or twice in the past month
10538,female,55-64,bachelor's degree ,everyday
10539,female,55-64,college diploma,once or twice in the past month
10540,male,55-64,high school diploma,not in the past month
10541,female,25-34,bachelor's degree ,once or twice in the past month
10542,female,75&over,college diploma,never drink
10543,female,45-54,college diploma,not in the past month
10544,female,75&over,high school diploma,not in the past month
10545,female,75&over,less than high school diploma,everyday
10546,female,45-54,university diploma below bachelor's degree,not in the past month
10547,female,65-74,less than high school diploma,never drink
10548,female,35-44,bachelor's degree ,never drink
10549,male,45-54,high school diploma,everyday
10550,male,45-54,bachelor's degree ,2-3 times a week
10551,female,55-64,university diploma above bachelor's degree,2-3 times a week
10552,male,35-44,university diploma above bachelor's degree,2-3 times a week
10553,female,25-34,bachelor's degree ,never drink
10554,female,55-64,high school diploma,everyday
10555,female,75&over,high school diploma,once or twice in the past month
10556,male,65-74,trade certificate,once or twice in the past month
10557,male,55-64,high school diploma,everyday
10558,male,35-44,high school diploma,once or twice in the past month
10559,female,55-64,high school diploma,not in the past month
10560,male,25-34,trade certificate,not in the past month
10561,male,75&over,high school diploma,2-3 times a week
10562,female,55-64,bachelor's degree ,once a week
10563,male,75&over,university diploma above bachelor's degree,everyday
10564,female,75&over,less than high school diploma,not in the past month
10565,male,65-74,high school diploma,4-6 times a week
10566,female,65-74,university diploma below bachelor's degree,4-6 times a week
10567,male,35-44,bachelor's degree ,2-3 times a week
10568,female,65-74,high school diploma,not in the past month
10569,female,35-44,bachelor's degree ,2-3 times a week
10570,male,45-54,college diploma,once a week
10571,female,75&over,high school diploma,once or twice in the past month
10572,female,15-24,high school diploma,2-3 times a week
10573,male,35-44,high school diploma,once a week
10574,female,65-74,trade certificate,once or twice in the past month
10575,female,35-44,high school diploma,once or twice in the past month
10576,female,45-54,bachelor's degree ,not in the past month
10577,male,25-34,bachelor's degree ,never drink
10578,female,25-34,trade certificate,2-3 times a week
10579,female,35-44,university diploma above bachelor's degree,2-3 times a week
10580,female,45-54,college diploma,once or twice in the past month
10581,male,65-74,college diploma,4-6 times a week
10582,female,75&over,high school diploma,never drink
10583,male,75&over,college diploma,once or twice in the past month
10584,male,55-64,high school diploma,everyday
10585,male,45-54,university diploma above bachelor's degree,once a week
10586,male,15-24,less than high school diploma,once or twice in the past month
10587,male,65-74,less than high school diploma,never drink
10588,male,35-44,less than high school diploma,not in the past month
10589,male,15-24,high school diploma,2-3 times a week
10590,female,45-54,bachelor's degree ,never drink
10591,female,25-34,college diploma,2-3 times a week
10592,female,75&over,bachelor's degree ,never drink
10593,male,65-74,less than high school diploma,2-3 times a week
10594,female,15-24,university diploma below bachelor's degree,once or twice in the past month
10595,male,25-34,high school diploma,once or twice in the past month
10596,male,45-54,trade certificate,once a week
10597,female,55-64,college diploma,everyday
10598,male,65-74,university diploma below bachelor's degree,once a week
10599,male,45-54,high school diploma,never drink
10600,male,75&over,less than high school diploma,2-3 times a week
10601,female,55-64,high school diploma,never drink
10602,male,15-24,less than high school diploma,never drink
10603,male,45-54,college diploma,once or twice in the past month
10604,male,65-74,less than high school diploma,everyday
10605,female,75&over,high school diploma,never drink
10606,female,45-54,university diploma above bachelor's degree,once or twice in the past month
10607,female,35-44,university diploma above bachelor's degree,2-3 times a week
10608,male,65-74,university diploma below bachelor's degree,once a week
10609,male,15-24,high school diploma,once or twice in the past month
10610,male,35-44,high school diploma,everyday
10611,female,25-34,high school diploma,once a week
10612,female,65-74,bachelor's degree ,not in the past month
10613,female,45-54,college diploma,2-3 times a week
10614,female,25-34,college diploma,not in the past month
10615,male,75&over,high school diploma,everyday
10616,male,65-74,bachelor's degree ,2-3 times a week
10617,female,15-24,high school diploma,never drink
10618,female,25-34,college diploma,never drink
10619,female,25-34,university diploma below bachelor's degree,not in the past month
10620,male,55-64,college diploma,never drink
10621,female,65-74,college diploma,once or twice in the past month
10622,male,45-54,university diploma above bachelor's degree,never drink
10623,female,35-44,high school diploma,once or twice in the past month
10624,male,75&over,trade certificate,everyday
10625,male,25-34,college diploma,not in the past month
10626,female,55-64,college diploma,2-3 times a week
10627,female,65-74,college diploma,everyday
10628,male,65-74,bachelor's degree ,2-3 times a week
10629,female,35-44,college diploma,never drink
10630,male,45-54,university diploma below bachelor's degree,2-3 times a week
10631,male,55-64,don't know,everyday
10632,female,25-34,bachelor's degree ,once or twice in the past month
10633,male,75&over,bachelor's degree ,4-6 times a week
10634,female,35-44,college diploma,once or twice in the past month
10635,female,25-34,high school diploma,once a week
10636,male,35-44,high school diploma,once a week
10637,female,55-64,college diploma,never drink
10638,male,75&over,less than high school diploma,2-3 times a week
10639,male,15-24,college diploma,2-3 times a week
10640,male,45-54,university diploma above bachelor's degree,2-3 times a week
10641,female,65-74,bachelor's degree ,once or twice in the past month
10642,male,55-64,trade certificate,once or twice in the past month
10643,male,35-44,high school diploma,never drink
10644,female,35-44,bachelor's degree ,2-3 times a week
10645,male,65-74,bachelor's degree ,once or twice in the past month
10646,female,15-24,high school diploma,not in the past month
10647,female,35-44,trade certificate,not in the past month
10648,female,45-54,high school diploma,2-3 times a week
10649,female,45-54,university diploma above bachelor's degree,4-6 times a week
10650,male,25-34,bachelor's degree ,once or twice in the past month
10651,female,35-44,college diploma,once a week
10652,male,65-74,university diploma above bachelor's degree,not in the past month
10653,male,65-74,bachelor's degree ,once a week
10654,male,45-54,less than high school diploma,once or twice in the past month
10655,male,25-34,trade certificate,not in the past month
10656,female,55-64,college diploma,once or twice in the past month
10657,male,75&over,bachelor's degree ,2-3 times a week
10658,female,25-34,bachelor's degree ,not in the past month
10659,female,65-74,bachelor's degree ,once a week
10660,male,25-34,trade certificate,2-3 times a week
10661,female,55-64,college diploma,once or twice in the past month
10662,female,25-34,college diploma,not in the past month
10663,male,15-24,high school diploma,once or twice in the past month
10664,female,45-54,university diploma below bachelor's degree,4-6 times a week
10665,female,75&over,university diploma below bachelor's degree,once or twice in the past month
10666,female,45-54,college diploma,never drink
10667,female,45-54,college diploma,once or twice in the past month
10668,female,65-74,bachelor's degree ,not in the past month
10669,male,25-34,bachelor's degree ,4-6 times a week
10670,male,25-34,bachelor's degree ,2-3 times a week
10671,female,35-44,trade certificate,2-3 times a week
10672,female,75&over,college diploma,once a week
10673,female,55-64,bachelor's degree ,2-3 times a week
10674,male,35-44,bachelor's degree ,2-3 times a week
10675,male,15-24,trade certificate,never drink
10676,male,75&over,bachelor's degree ,never drink
10677,female,35-44,university diploma below bachelor's degree,once a week
10678,female,45-54,high school diploma,not in the past month
10679,male,15-24,college diploma,never drink
10680,female,75&over,college diploma,not in the past month
10681,male,55-64,high school diploma,2-3 times a week
10682,female,65-74,high school diploma,once or twice in the past month
10683,male,35-44,high school diploma,not in the past month
10684,male,65-74,trade certificate,never drink
10685,male,65-74,less than high school diploma,once a week
10686,male,65-74,trade certificate,once or twice in the past month
10687,male,35-44,bachelor's degree ,2-3 times a week
10688,male,15-24,high school diploma,once or twice in the past month
10689,female,55-64,high school diploma,2-3 times a week
10690,female,15-24,less than high school diploma,never drink
10691,female,75&over,bachelor's degree ,4-6 times a week
10692,male,35-44,college diploma,2-3 times a week
10693,male,55-64,college diploma,everyday
10694,male,55-64,university diploma above bachelor's degree,4-6 times a week
10695,male,65-74,high school diploma,once a week
10696,female,45-54,less than high school diploma,not in the past month
10697,female,45-54,high school diploma,never drink
10698,female,75&over,less than high school diploma,2-3 times a week
10699,male,45-54,high school diploma,4-6 times a week
10700,female,45-54,bachelor's degree ,2-3 times a week
10701,female,55-64,less than high school diploma,4-6 times a week
10702,female,75&over,high school diploma,not in the past month
10703,female,35-44,university diploma above bachelor's degree,2-3 times a week
10704,male,45-54,college diploma,once or twice in the past month
10705,female,75&over,less than high school diploma,never drink
10706,female,25-34,bachelor's degree ,once or twice in the past month
10707,male,25-34,university diploma above bachelor's degree,2-3 times a week
10708,female,65-74,trade certificate,4-6 times a week
10709,male,35-44,college diploma,not in the past month
10710,male,15-24,high school diploma,not in the past month
10711,female,45-54,college diploma,once a week
10712,female,55-64,university diploma above bachelor's degree,once a week
10713,female,75&over,high school diploma,never drink
10714,female,35-44,bachelor's degree ,2-3 times a week
10715,male,45-54,college diploma,once or twice in the past month
10716,male,55-64,high school diploma,everyday
10717,female,25-34,high school diploma,not in the past month
10718,female,75&over,university diploma below bachelor's degree,once or twice in the past month
10719,female,65-74,bachelor's degree ,once a week
10720,female,35-44,bachelor's degree ,never drink
10721,female,45-54,bachelor's degree ,once or twice in the past month
10722,male,65-74,college diploma,once or twice in the past month
10723,male,65-74,less than high school diploma,everyday
10724,male,55-64,university diploma above bachelor's degree,everyday
10725,female,45-54,college diploma,not in the past month
10726,female,55-64,university diploma below bachelor's degree,once or twice in the past month
10727,female,35-44,university diploma above bachelor's degree,once or twice in the past month
10728,male,65-74,less than high school diploma,once or twice in the past month
10729,male,55-64,high school diploma,never drink
10730,female,55-64,college diploma,once a week
10731,male,65-74,high school diploma,never drink
10732,female,65-74,high school diploma,once a week
10733,male,45-54,bachelor's degree ,not in the past month
10734,female,25-34,high school diploma,not in the past month
10735,female,35-44,college diploma,once or twice in the past month
10736,male,55-64,university diploma above bachelor's degree,4-6 times a week
10737,male,65-74,high school diploma,never drink
10738,male,45-54,college diploma,never drink
10739,male,65-74,high school diploma,once a week
10740,male,45-54,trade certificate,2-3 times a week
10741,male,35-44,less than high school diploma,once or twice in the past month
10742,male,25-34,college diploma,not in the past month
10743,female,45-54,college diploma,4-6 times a week
10744,female,65-74,college diploma,4-6 times a week
10745,female,75&over,less than high school diploma,2-3 times a week
10746,female,35-44,university diploma above bachelor's degree,4-6 times a week
10747,male,25-34,high school diploma,4-6 times a week
10748,male,25-34,trade certificate,2-3 times a week
10749,male,15-24,college diploma,not in the past month
10750,female,55-64,college diploma,4-6 times a week
10751,male,65-74,trade certificate,once a week
10752,female,75&over,university diploma below bachelor's degree,everyday
10753,male,65-74,less than high school diploma,not in the past month
10754,male,65-74,high school diploma,4-6 times a week
10755,female,15-24,high school diploma,once or twice in the past month
10756,female,25-34,college diploma,once or twice in the past month
10757,male,25-34,trade certificate,2-3 times a week
10758,female,65-74,high school diploma,once or twice in the past month
10759,male,45-54,college diploma,once a week
10760,female,65-74,trade certificate,once or twice in the past month
10761,female,45-54,college diploma,not in the past month
10762,male,45-54,less than high school diploma,2-3 times a week
10763,female,25-34,high school diploma,once or twice in the past month
10764,male,15-24,high school diploma,once or twice in the past month
10765,female,35-44,trade certificate,don't know
10766,female,75&over,less than high school diploma,not in the past month
10767,female,45-54,college diploma,never drink
10768,female,55-64,high school diploma,once or twice in the past month
10769,male,65-74,high school diploma,2-3 times a week
10770,female,55-64,high school diploma,2-3 times a week
10771,male,15-24,college diploma,everyday
10772,female,25-34,high school diploma,once a week
10773,female,65-74,bachelor's degree ,never drink
10774,male,65-74,college diploma,everyday
10775,female,35-44,college diploma,once or twice in the past month
10776,male,35-44,college diploma,2-3 times a week
10777,female,75&over,less than high school diploma,once a week
10778,female,45-54,bachelor's degree ,once or twice in the past month
10779,male,65-74,college diploma,once or twice in the past month
10780,male,45-54,high school diploma,not in the past month
10781,female,35-44,trade certificate,never drink
10782,male,65-74,high school diploma,everyday
10783,female,55-64,college diploma,once or twice in the past month
10784,male,75&over,bachelor's degree ,never drink
10785,male,25-34,college diploma,once a week
10786,male,45-54,less than high school diploma,once a week
10787,female,35-44,college diploma,2-3 times a week
10788,female,75&over,less than high school diploma,not in the past month
10789,female,75&over,college diploma,once a week
10790,female,35-44,bachelor's degree ,once or twice in the past month
10791,male,25-34,trade certificate,2-3 times a week
10792,male,65-74,college diploma,once or twice in the past month
10793,male,65-74,bachelor's degree ,once a week
10794,male,45-54,bachelor's degree ,once a week
10795,female,35-44,college diploma,once or twice in the past month
10796,female,55-64,high school diploma,never drink
10797,female,55-64,high school diploma,4-6 times a week
10798,male,15-24,trade certificate,once or twice in the past month
10799,female,35-44,university diploma above bachelor's degree,everyday
10800,female,55-64,high school diploma,once or twice in the past month
10801,female,65-74,less than high school diploma,once or twice in the past month
10802,female,25-34,college diploma,once or twice in the past month
10803,female,35-44,college diploma,never drink
10804,male,35-44,bachelor's degree ,4-6 times a week
10805,female,75&over,high school diploma,never drink
10806,male,65-74,bachelor's degree ,4-6 times a week
10807,male,65-74,university diploma above bachelor's degree,never drink
10808,female,55-64,college diploma,4-6 times a week
10809,female,55-64,university diploma below bachelor's degree,everyday
10810,female,75&over,less than high school diploma,once a week
10811,female,35-44,trade certificate,not in the past month
10812,male,15-24,less than high school diploma,not in the past month
10813,male,55-64,bachelor's degree ,once or twice in the past month
10814,female,75&over,college diploma,everyday
10815,male,65-74,bachelor's degree ,2-3 times a week
10816,female,15-24,college diploma,once or twice in the past month
10817,female,35-44,university diploma above bachelor's degree,once or twice in the past month
10818,male,35-44,university diploma above bachelor's degree,once a week
10819,male,45-54,bachelor's degree ,2-3 times a week
10820,female,65-74,high school diploma,not in the past month
10821,female,65-74,high school diploma,once a week
10822,female,55-64,bachelor's degree ,never drink
10823,female,35-44,less than high school diploma,once a week
10824,female,65-74,college diploma,once or twice in the past month
10825,male,75&over,less than high school diploma,4-6 times a week
10826,male,75&over,high school diploma,once or twice in the past month
10827,female,55-64,bachelor's degree ,4-6 times a week
10828,female,15-24,less than high school diploma,never drink
10829,female,35-44,college diploma,once a week
10830,female,75&over,college diploma,never drink
10831,male,65-74,high school diploma,never drink
10832,female,25-34,college diploma,once or twice in the past month
10833,male,25-34,high school diploma,never drink
10834,female,15-24,less than high school diploma,never drink
10835,male,65-74,university diploma below bachelor's degree,everyday
10836,female,35-44,college diploma,once or twice in the past month
10837,male,15-24,college diploma,not in the past month
10838,female,65-74,college diploma,once or twice in the past month
10839,female,55-64,college diploma,once a week
10840,female,45-54,college diploma,never drink
10841,female,45-54,college diploma,not in the past month
10842,female,15-24,high school diploma,not in the past month
10843,male,45-54,less than high school diploma,once a week
10844,male,75&over,university diploma below bachelor's degree,never drink
10845,male,55-64,less than high school diploma,2-3 times a week
10846,female,65-74,high school diploma,not in the past month
10847,male,55-64,trade certificate,not in the past month
10848,male,45-54,high school diploma,never drink
10849,male,55-64,university diploma above bachelor's degree,never drink
10850,male,65-74,high school diploma,once a week
10851,female,75&over,college diploma,once or twice in the past month
10852,male,45-54,college diploma,4-6 times a week
10853,female,65-74,college diploma,not in the past month
10854,male,75&over,high school diploma,2-3 times a week
10855,female,15-24,high school diploma,once or twice in the past month
10856,female,55-64,less than high school diploma,once a week
10857,female,25-34,bachelor's degree ,once or twice in the past month
10858,female,55-64,trade certificate,2-3 times a week
10859,female,45-54,don't know,don't know
10860,male,45-54,less than high school diploma,4-6 times a week
10861,female,55-64,bachelor's degree ,2-3 times a week
10862,male,65-74,college diploma,4-6 times a week
10863,male,55-64,college diploma,2-3 times a week
10864,female,65-74,less than high school diploma,never drink
10865,female,55-64,high school diploma,once or twice in the past month
10866,female,25-34,trade certificate,never drink
10867,female,55-64,university diploma above bachelor's degree,not in the past month
10868,female,75&over,high school diploma,not in the past month
10869,male,55-64,high school diploma,not in the past month
10870,male,15-24,less than high school diploma,never drink
10871,male,65-74,bachelor's degree ,once a week
10872,female,65-74,college diploma,once a week
10873,female,65-74,less than high school diploma,never drink
10874,female,75&over,less than high school diploma,once or twice in the past month
10875,female,55-64,college diploma,never drink
10876,female,65-74,high school diploma,2-3 times a week
10877,male,55-64,college diploma,once a week
10878,female,65-74,college diploma,2-3 times a week
10879,male,25-34,college diploma,once or twice in the past month
10880,female,35-44,university diploma above bachelor's degree,4-6 times a week
10881,male,55-64,university diploma below bachelor's degree,4-6 times a week
10882,female,55-64,high school diploma,4-6 times a week
10883,female,15-24,less than high school diploma,never drink
10884,male,55-64,high school diploma,4-6 times a week
10885,female,15-24,bachelor's degree ,2-3 times a week
10886,male,35-44,trade certificate,once or twice in the past month
10887,male,45-54,college diploma,once or twice in the past month
10888,female,25-34,college diploma,not in the past month
10889,female,45-54,high school diploma,2-3 times a week
10890,female,15-24,bachelor's degree ,never drink
10891,female,45-54,college diploma,never drink
10892,male,75&over,high school diploma,never drink
10893,female,45-54,trade certificate,never drink
10894,female,25-34,college diploma,2-3 times a week
10895,male,75&over,less than high school diploma,never drink
10896,female,65-74,university diploma above bachelor's degree,once or twice in the past month
10897,female,45-54,university diploma above bachelor's degree,once a week
10898,female,65-74,trade certificate,never drink
10899,male,55-64,college diploma,once a week
10900,male,25-34,high school diploma,once or twice in the past month
10901,female,25-34,university diploma above bachelor's degree,2-3 times a week
10902,male,45-54,trade certificate,once or twice in the past month
10903,female,25-34,college diploma,not in the past month
10904,female,65-74,less than high school diploma,once or twice in the past month
10905,female,35-44,bachelor's degree ,once or twice in the past month
10906,male,65-74,high school diploma,everyday
10907,female,35-44,don't know,not in the past month
10908,female,45-54,high school diploma,once or twice in the past month
10909,male,35-44,bachelor's degree ,4-6 times a week
10910,female,25-34,high school diploma,once or twice in the past month
10911,male,35-44,bachelor's degree ,never drink
10912,male,65-74,less than high school diploma,never drink
10913,female,75&over,less than high school diploma,once or twice in the past month
10914,male,35-44,college diploma,once a week
10915,female,15-24,high school diploma,once or twice in the past month
10916,male,55-64,bachelor's degree ,once or twice in the past month
10917,female,25-34,university diploma below bachelor's degree,once or twice in the past month
10918,male,15-24,trade certificate,once a week
10919,female,55-64,high school diploma,2-3 times a week
10920,female,65-74,college diploma,2-3 times a week
10921,male,55-64,trade certificate,everyday
10922,female,45-54,bachelor's degree ,never drink
